title,directions,Ingridents,link
Etto's Goof Ball Candy,"[""Spread the Oleo in the bottom os sausepan."", ""Mix dates, sugar and eggs in sausepan and cook on low heat, stirring constantly for about 8-10 minutes."", ""Take off heat and add Rice Krispies, stir and add pecans ."", ""Using a teaspoon, drop into coconut and then put on cookie sheet that is covered with wax paper and then let cool."", ""Since this recipe came from my Grandmother and she did not wtire down how much this yields."", ""I am gussing.""]","[""oleo"", ""sugar"", ""vanilla"", ""eggs"", ""pecans"", ""dates"", ""rice krispies"", ""coconut""]",www.food.com/recipe/ettos-goof-ball-candy-293412
Honey Bread,"[""Place the water, milk, lemon juice, and honey into the bread maker."", ""Cover with flour then add the salt."", ""Add the butter around the edges of the bowl."", ""Make a well in the center of the flour and add the yeast."", ""Set the program to 'basic loaf.'""]","[""lemon juice"", ""water"", ""flour"", ""yeast"", ""milk"", ""butter"", ""honey"", ""salt""]",www.yummly.com/recipe/Honey-Bread-561507
Toffee-Coated Pretzel Sticks,"[""In medium-sized microwave-safe bowl, heat almond bark on high 2-3 minutes until melted, stirring after 90 seconds."", ""Meanwhile in small bowl, mix together toffee and chocolate chips."", ""Dip pretzel sticks into almond bark and then sprinkle with toffee mixture."", ""Allow to set on waxed paper."", ""Store in an airtight container."", ""Enjoy!""]","[""toffee"", ""chocolate chips"", ""weight almond""]",tastykitchen.com/recipes/appetizers-and-snacks/toffee-coated-pretzel-sticks-2/
Butternut Squash and Spinach Risotto,"[""Preheat oven to gas mark 7"", ""Chop onions/garlic and fry until softened"", ""Add rice to the pan (dry) and fry with the onions for a few minutes to absorb the flavour of the onions"", ""Make up the stock cube with about 700ml of water and pour into the pan"", ""Chop butternut squash into small cubes and microwave for 5 minutes to pre-soften it then add it to the oven"", ""Wait for the butternut squash to be cooked (roughly 20 mins) and for the rice to fully absorb the stock"", ""In the last 5 minutes ish, add the spinach to the pan"", ""Combine everything together."", ""Cut cheese into cubes and add this too."", ""Sprinkle a generous amount of sage into the pan and season to taste."", ""Stir well""]","[""white onion"", ""butternut squash"", ""vegetable stock cube"", ""clove garlic"", ""ground black pepper"", ""rice"", ""spinach"", ""olive oil"", ""salt""]",cookpad.com/us/recipes/340327-butternut-squash-and-spinach-risotto
Frozen Fruit Salad For Christmas,"[""Beat whipping cream with sugar until thickened."", ""Fold in mayonnaise and mashed bananas."", ""Add rest of ingredients; pour into pan and freeze."", ""Set pan out an hour before serving time."", ""Can be refrozen if not completely thawed.""]","[""sugar"", ""pecans"", ""fruit cocktail"", ""maraschino cherries"", ""bananas"", ""red cherries"", ""mayonnaise"", ""whipping cream""]",www.cookbooks.com/Recipe-Details.aspx?id=848792
Salsa Fresca,"[""Combine tomatoes, onion, garlic, chile, lime juice, oil and cilantro."", ""Add salt and pepper to taste."", ""Cover and let stand for 30 minutes at room temperature to allow flavours to blend."", ""Serve chilled or at room temperature."", ""Should be served the day it is made.""]","[""green chilies"", ""tomatoes"", ""white onion"", ""cilantro"", ""lime"", ""garlic"", ""olive oil"", ""salt""]",www.food.com/recipe/salsa-fresca-72744
Mango Ice Cream Recipe,"[""Blend the mango pcs, lime juice and honey briefly in an electric blender or possibly food processor."", ""Soften the ice cream and quickly stir the mango mix into it."", ""Pour the ice cream into a plastic container, cover and freeze it till hard."", ""Makes 1 scant qt.""]","[""mango"", ""honey"", ""lime juice"", ""vanilla ice cream""]",cookeatshare.com/recipes/mango-ice-cream-12023
Coffee Tri Tip Roast,"[""Preheat oven to 450 degrees F."", ""Place coffee and all other ingredients (except the roast!)"", ""into a food processor and pulse to form a paste."", ""Smother the roast with the paste and let it sit for about 20 minutes or until the oven has preheated."", ""The roast should go into an oven proof pan, preferably one with with low sides."", ""Place the roast in the oven for 15 minutes."", ""This will brown the outside to seal things in."", ""After 15 minutes tent it with foil and turn the heat down to 375 degrees F. Cook until the internal temperature reaches 120 degrees F. Mine took almost an hour, but it was huge and tied up."", ""For the last 5 minutes of cooking remove the foil to harden up the outside again."", ""Let the meat rest for 15 minutes before slicing to serve.""]","[""cumin"", ""fresh ground black pepper"", ""chili powder"", ""ground espresso beans"", ""clove garlic"", ""tri"", ""maple syrup"", ""olive oil"", ""salt""]",tastykitchen.com/recipes/main-courses/coffee-tri-tip-roast/
Apple Crisp,"[""Place the apples in a buttered 10 x 6 x2-inch baking dish. Sprinkle with cinnamon, salt and water."", ""Mix together the flour, sugar and butter and drop mixture over apples."", ""Bake at 350\u00b0 for 40 minutes."", ""Serve warm with whipped cream or vanilla ice cream.""]","[""sugar"", ""cinnamon"", ""water"", ""flour"", ""whipped cream"", ""apples"", ""butter"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=293084
Creamy Gorgonzola Teff With Herb-Roasted Tomatoes,"[""Combine chicken stock and milk in a medium saucepan; bring to a boil. Stir in teff and salt. Cover and simmer 20 minutes or until liquid is absorbed, stirring occasionally. Remove pan from heat; stir in crumbled Gorgonzola, sour cream, and pepper. Divide teff mixture evenly among 6 plates. Top each with tomatoes; sprinkle with fresh thyme."", ""MyRecipes is working with Let's Move!, the Partnership for a Healthier America, and USDA's MyPlate to give anyone looking for healthier options access to a trove of recipes that will help them create healthy, tasty plates. For more information about creating a healthy plate, visit www.choosemyplate.gov.""]","[""gorgonzola cheese"", ""sour cream"", ""tomatoes"", ""milk"", ""black pepper"", ""teff"", ""thyme"", ""kosher salt""]",www.myrecipes.com/recipe/gorgonzola-teff-roasted-tomatoes
St. Joseph'S Chicken Dinner Cole Slaw,"[""Just mix and serve.""]","[""cabbage"", ""vinegar"", ""sugar"", ""onion"", ""celery"", ""carrots"", ""mayonnaise"", ""parsley"", ""green pepper"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=830881
Oatmeal Sheet Cake,"[""After oatmeal sets mix all ingredients together in a mixing bowl."", ""Oil and flour sheet pan."", ""Pour cake mix in and bake at 350\u00b0 until toothpick inserted comes out clean.""]","[""nutmeg"", ""brown sugar"", ""cinnamon"", ""baking soda"", ""eggs"", ""flour"", ""white sugar"", ""boiling water"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=915582
Sweet Pink Popsicle® Suckers,"[""Pour lemonade into the cubes of an ice cube tray. Drop one cinnamon heart into each cube. Freeze until lemonade cubes are frozen, 8 hours to overnight."", ""Dip the ice cube tray into hot water until cubes release from the tray, 10 to 15 seconds.""]","[""pink lemonade"", ""cinnamon""]",www.allrecipes.com/recipe/238280/sweet-pink-popsicle-suckers/
Basil Cucumber Salad,"[""Thin-slice the cucumbers and onions and put them in a container."", ""Rip or chop the basil and toss it in."", ""Pour in vinegar and water."", ""I use less vinegar than water, but you want the vinegar a little strong so it will get into the cucumber."", ""Sprinkle in some garlic, maybe 1/2 teaspoon? Let this marinate for at least 2 hours."", ""It keeps well in the refrigerator for days."", ""Add the tomatoes at the last minute.""]","[""tomatoes"", ""cucumbers"", ""red pepper"", ""currants"", ""water"", ""garlic"", ""red onion"", ""fresh basil""]",www.food.com/recipe/basil-cucumber-salad-3464
Banana Bread,"[""Preheat oven to 350 degrees."", ""Grease and flour bundt pan."", ""Cream butter and sugar together. Add eggs one at a time, beating for a few seconds after each addition. Add mashed bananas and beat."", ""Combine dry ingredients in a separate bowl."", ""Add dry ingredients and sour cream alternately to the mixing bowl. Beat well until all combined."", ""Pour into bundt pan and bake for 1 hour 10 minutes or until a toothpick comes out clean."", ""Invert on a cooling rack and allow cake to cool slightly before slicing and serving with softened butter.""]","[""sour cream"", ""baking powder"", ""+"", ""eggs"", ""baking soda"", ""bananas"", ""butter""]",tastykitchen.com/recipes/breads/banana-bread-4/
Polish Easter Cheesecake,"[""Preheat the oven to 325F."", ""Lightly butter a 13 x 9 inch glass baking dish."", ""Prepare the crust: Place the flour, baking powder, salt, both sugars, and the butter in a food processor and process just until the mixture begins to hold together."", ""Add the walnuts and pulse to combine."", ""Press the dough evenly over the bottom of the prepared dish."", ""Bake until lightly browned, 12 to 15 minutes."", ""Let cool."", ""Prepare the filling: In a large mixing bowl beat together the cream cheese and farmers cheese until light and fluffy."", ""Beat in the sugar, then add the eggs, one at a time, beating well after each addition."", ""Finely grate or chop the zest of the lemons."", ""Squeeze the juice from the lemons and strain."", ""Add the zest and juice to the cheese mixture."", ""Add the flour, vanilla, and light cream and beat until smooth."", ""Pour the filling over the baked crust."", ""Bake the cheesecake until a wooden toothpick inserted in the center comes out clean, 1 hour to 1 hour and 10 minutes."", ""Cool, then cover and refrigerate at least 12 hours."", ""Cut into squares to serve.""]","[""baking powder"", ""sugar"", ""vanilla"", ""unsalted butter"", ""granulated sugar"", ""farmers"", ""eggs"", ""light brown sugar"", ""lemons"", ""cream cheese"", ""flour"", ""walnuts"", ""light cream"", ""salt""]",www.cookstr.com/recipes/polish-easter-cheesecake
Swiss Chicken Sliders,"[""Preheat oven to 350\u00b0. In a small bowl, mix mayonnaise and mustard. Spread bun bottoms and tops with mayonnaise mixture. Layer bottoms with ham, chicken and cheese; replace tops. Arrange in a single layer in a 15x10x1-in. baking pan."", ""Bake, covered, 10-15 minutes or until heated through and cheese is melted.""]","[""shredded rotisserie chicken"", ""yellow mustard"", ""swiss cheese"", ""deli"", ""mayonnaise"", ""buns""]",www.tasteofhome.com/recipes/swiss-chicken-sliders/
Zucchini Relish,"[""Combine onion, zucchini and salt; let stand overnight."", ""Drain and rinse in cold water.""]","[""ground onion"", ""sugar"", ""red peppers"", ""nutmeg"", ""white vinegar"", ""celery"", ""cornstarch"", ""dry mustard"", ""ground zucchini"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=557158
The Fluffiest Mashed Potatoes ,"[""Fill a large pot halfway with cold water. Peel 4 pounds russet and 1 pound Yukon Gold potatoes and cut into 2\"" pieces, adding to pot as they are cut. Add cold water to cover by 1\"" if needed. Stir in 3 tablespoons kosher salt. Bring to a boil, then reduce heat to medium-low and gently simmer until tender, 10-15 minutes. Drain potatoes and transfer to a baking sheet. Let dry, 5-10 minutes."", ""Meanwhile, heat 1 cup whole milk, 1/2 cup heavy cream, 8 whole black peppercorns, 3 sprigs thyme or 1 sprig rosemary, and 2 bay leaves in a small saucepan over medium heat, stirring occasionally, until mixture is very hot but not boiling, about 10 minutes. Remove from heat and let mixture infuse for 20 minutes; strain. This will add herbal flavor without coloring the liquid."", ""Pass potatoes through the smallest disk of a food mill along with 1/2 cup (1 stick) cubed, chilled unsalted butter into a large bowl. Stir in the hot cream mixture. Season generously to taste with kosher salt and freshly ground black pepper. To hold, press plastic wrap directly against the surface and set bowl over (not in) a large pot of simmering water for up to 2 hours.""]","[""potatoes"", ""black peppercorns"", ""heavy cream"", ""freshly ground black pepper"", ""kosher salt"", ""thyme"", ""bay leaves"", ""milk"", ""russet potatoes"", ""butter""]",www.epicurious.com/recipes/food/views/the-fluffiest-mashed-potatoes-368285
Simple Homemade Chocolate Ice Cream,"[""In a blender, mix the syrup, condensed milk, evaporated milk and vanilla."", ""Pour into ice cream maker container."", ""Pour in 2% milk (may not take all if container is not large enough)."", ""Stir to mix the milk, then make your ice cream.""]","[""condensed milk"", ""vanilla flavoring"", ""chocolate syrup"", ""milk""]",www.cookbooks.com/Recipe-Details.aspx?id=717629
Spring Vegetable Soup,"[""Finely chop the onion, dice the carrots, celery and zucchini."", ""Grate the garlic clove. Chop the kale."", ""Rinse the cannellini beans in cold water, drain."", ""Cut the sugar snap peas in half, lengthwise."", ""Heat up some olive oil in a dutch oven or large saucepan over medium-high heat. Add celery, carrot, galic and onion and cook until soft and translucent, about 5 minutes. Add stock and bring to boil and then pour in zucchini and kale."", ""Cook on medium-low heat for about 7-10 minutes. Stir from time to time."", ""Add beans and thyme leaves, cook a further couple of minutes until the beans are heated through. Just before serving add the sugar snaps."", ""Season to taste with salt and pepper."", ""Serve and decorate with some basil leaves.""]","[""zucchini"", ""sugar"", ""kale"", ""celery"", ""packet"", ""vegetable stock"", ""thyme"", ""carrots"", ""garlic"", ""brown onion"", ""olive oil""]",food52.com/recipes/35351-spring-vegetable-soup
